"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","124","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","713","GlobalIndicator","All Test Suite","Wed May 14 13:57:37 IST 2025","passed","Wed May 14 13:57:38 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","GlobalIndicator"
"","99","POST","All Test Suite","Tue May 13 18:20:44 IST 2025","failed","Tue May 13 18:20:44 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","381","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:44 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","123","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","1021","GetUserHistory","All Test Suite","Wed May 14 13:56:57 IST 2025","passed","Wed May 14 13:56:58 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserHistory"
"","0","User","All Test Suite","Wed May 14 11:58:09 IST 2025","failed","Wed May 14 11:58:09 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","User"
"","126","GetUserLevel","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserLevel"
"","443","transactionLedger","All Test Suite","Wed May 14 13:58:20 IST 2025","passed","Wed May 14 13:58:20 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","transactionLedger"
"","157","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","624","forestclusterdetails","All Test Suite","Wed May 14 13:58:14 IST 2025","passed","Wed May 14 13:58:15 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","forestclusterdetails"
"","294","TotalClustersListOfGuardians","All Test Suite","Wed May 14 13:57:35 IST 2025","passed","Wed May 14 13:57:35 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","TotalClustersListOfGuardians"
"","160","GetUser","All Test Suite","Wed May 14 13:56:58 IST 2025","passed","Wed May 14 13:56:58 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUser"
"","262","usersDetails","All Test Suite","Wed May 14 13:57:39 IST 2025","passed","Wed May 14 13:57:39 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","usersDetails"
"","577","Users","All Test Suite","Wed May 14 13:56:53 IST 2025","passed","Wed May 14 13:56:53 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","1676","OwnershipDetails","All Test Suite","Wed May 14 13:57:35 IST 2025","passed","Wed May 14 13:57:36 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","OwnershipDetails"
"","589","Users","All Test Suite","Wed May 14 13:56:53 IST 2025","passed","Wed May 14 13:56:54 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","115","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","523","GetAllUserData","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:57 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetAllUserData"
"","3646","POST","All Test Suite","Tue May 13 18:20:44 IST 2025","passed","Tue May 13 18:20:48 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","14790","GiftSgcs","All Test Suite","Wed May 14 13:57:39 IST 2025","passed","Wed May 14 13:57:54 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","GiftSgcs"
